"Tshirt_name","Tshirt_image","Tshirt_rating","Tshirt_no_of_ratings","Tshirt_cstmr_rating_name","Tshirt_cstmr_rating_cstmr_review","Tshirt_cstmr_rating_date"
"WEXFORD Men's Regular Fit Polos (WEX-WFS034C)","https://images-eu.ssl-images-amazon.com/images/I/41OxMF58TCL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","590","5.0 out of 5 stars","Smart look T-Shirt one must have","Reviewed in India on 1 November 2019"
"WEXFORD Men's Regular Fit Polos (WEX-WFS034C)","https://images-eu.ssl-images-amazon.com/images/I/41OxMF58TCL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","590","5.0 out of 5 stars","Must buy","Reviewed in India on 13 April 2019"
"Urbano Fashion Men's Black, Grey, Yellow Round Neck Full Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41LEAVDrZkL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","2,185","1.0 out of 5 stars","Loses color","Reviewed in India on 2 November 2018"
"Urbano Fashion Men's Black, Grey, Yellow Round Neck Full Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41LEAVDrZkL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","2,185","4.0 out of 5 stars","Good Quality - Perfect Size","Reviewed in India on 21 April 2019"
"Urbano Fashion Men's Black, Grey, Yellow Round Neck Full Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41LEAVDrZkL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","2,185","5.0 out of 5 stars","Five Stars","Reviewed in India on 20 June 2018"
"Urbano Fashion Men's Black, Grey, Yellow Round Neck Full Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41LEAVDrZkL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","2,185","3.0 out of 5 stars","Nice","Reviewed in India on 9 May 2019"
"Urbano Fashion Men's Black, Grey, Yellow Round Neck Full Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41LEAVDrZkL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","2,185","5.0 out of 5 stars","Good deal !!","Reviewed in India on 9 September 2018"
"Urbano Fashion Men's Black, Grey, Yellow Round Neck Full Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41LEAVDrZkL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","2,185","5.0 out of 5 stars","Nice product","Reviewed in India on 25 January 2019"
"Urbano Fashion Men's Black, Grey, Yellow Round Neck Full Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41LEAVDrZkL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","2,185","1.0 out of 5 stars","Defective product","Reviewed in India on 10 October 2018"
"Urbano Fashion Men's Black, Grey, Yellow Round Neck Full Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41LEAVDrZkL._AC_UL260_SR200,260_.jpg","3.9 out of 5 stars","2,185","3.0 out of 5 stars","Not very good. BLEEDS COLOR","Reviewed in India on 6 March 2019"
"United Colors of Benetton Men's Solid T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31UzrpPdmAL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","16","5.0 out of 5 stars","T shirt","Reviewed in India on 9 June 2020"
"United Colors of Benetton Men's Solid T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31UzrpPdmAL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","16","5.0 out of 5 stars","Just right","Reviewed in India on 5 June 2020"
"United Colors of Benetton Men's Solid T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31UzrpPdmAL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","16","5.0 out of 5 stars","Nice product","Reviewed in India on 2 March 2020"
"United Colors of Benetton Men's Solid T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31UzrpPdmAL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","16","5.0 out of 5 stars","Great product","Reviewed in India on 23 June 2020"
"United Colors of Benetton Men's Solid T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31UzrpPdmAL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","16","3.0 out of 5 stars","Not worth for someone who is not looking for a slim fit.","Reviewed in India on 1 July 2020"
"United Colors of Benetton Men's Solid T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31UzrpPdmAL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","16","3.0 out of 5 stars","T shirt is too small","Reviewed in India on 3 July 2020"
"United Colors of Benetton Men's Solid T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31UzrpPdmAL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","16","4.0 out of 5 stars","Good quality","Reviewed in India on 29 June 2020"
"United Colors of Benetton Men's Solid T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/31UzrpPdmAL._AC_UL260_SR200,260_.jpg","3.4 out of 5 stars","16","5.0 out of 5 stars","5⭐️","Reviewed in India on 29 May 2020"
"Freely Poly Cotton Polo Collar & Plain Comfort Fit T-Shirt for Mens - Pack of 3","https://images-eu.ssl-images-amazon.com/images/I/41VnsDjICeL._AC_UL260_SR200,260_.jpg","3.1 out of 5 stars","5","5.0 out of 5 stars","Well done","Reviewed in India on 3 July 2020"
"Freely Poly Cotton Polo Collar & Plain Comfort Fit T-Shirt for Mens - Pack of 3","https://images-eu.ssl-images-amazon.com/images/I/41VnsDjICeL._AC_UL260_SR200,260_.jpg","3.1 out of 5 stars","5","1.0 out of 5 stars","Not satisfied with product 😔","Reviewed in India on 3 July 2020"
"Freely Poly Cotton Polo Collar & Plain Comfort Fit T-Shirt for Mens - Pack of 3","https://images-eu.ssl-images-amazon.com/images/I/41VnsDjICeL._AC_UL260_SR200,260_.jpg","3.1 out of 5 stars","5","5.0 out of 5 stars","Good product","Reviewed in India on 7 July 2020"
"AMERICAN CREW Men's Polo Collar Half Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41fI46MlJyL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","3,393","1.0 out of 5 stars","3rd grade quality","Reviewed in India on 25 August 2018"
"AMERICAN CREW Men's Polo Collar Half Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41fI46MlJyL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","3,393","1.0 out of 5 stars","NOT ORIGINAL ,FAKE STUFF.","Reviewed in India on 2 September 2018"
"AMERICAN CREW Men's Polo Collar Half Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41fI46MlJyL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","3,393","1.0 out of 5 stars","The Tshirt looks very good, but unfortunately red color fades and it red ...","Reviewed in India on 25 May 2018"
"AMERICAN CREW Men's Polo Collar Half Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41fI46MlJyL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","3,393","1.0 out of 5 stars","M Size - Too Large","Reviewed in India on 29 November 2018"
"AMERICAN CREW Men's Polo Collar Half Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41fI46MlJyL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","3,393","1.0 out of 5 stars","FRAUD FRAUD FRAUD","Reviewed in India on 22 November 2018"
"AMERICAN CREW Men's Polo Collar Half Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41fI46MlJyL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","3,393","3.0 out of 5 stars","Edit: New ratings after regular use","Reviewed in India on 25 August 2019"
"AMERICAN CREW Men's Polo Collar Half Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41fI46MlJyL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","3,393","5.0 out of 5 stars","Good one.","Reviewed in India on 8 September 2019"
"AMERICAN CREW Men's Polo Collar Half Sleeve T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41fI46MlJyL._AC_UL260_SR200,260_.jpg","3.8 out of 5 stars","3,393","3.0 out of 5 stars","3 Star","Reviewed in India on 2 October 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41HWJ94-NLL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","151","1.0 out of 5 stars","Its not single piece printed","Reviewed in India on 13 March 2020"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41HWJ94-NLL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","151","5.0 out of 5 stars","Good product at this price","Reviewed in India on 24 August 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41HWJ94-NLL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","151","4.0 out of 5 stars","Good product","Reviewed in India on 9 January 2020"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41HWJ94-NLL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","151","5.0 out of 5 stars","Awosome","Reviewed in India on 28 September 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41HWJ94-NLL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","151","4.0 out of 5 stars","Flexi and comfo tee- shirt.","Reviewed in India on 5 July 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41HWJ94-NLL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","151","5.0 out of 5 stars","Good Tee","Reviewed in India on 18 October 2019"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41HWJ94-NLL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","151","5.0 out of 5 stars","One of the best products","Reviewed in India on 11 June 2020"
"WEXFORD Men's Regular Fit Polos","https://images-eu.ssl-images-amazon.com/images/I/41HWJ94-NLL._AC_UL260_SR200,260_.jpg","4 out of 5 stars","151","4.0 out of 5 stars","Nice","Reviewed in India on 5 July 2020"
"Van Heusen Athleisure Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41JgSnSMHkL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","512","4.0 out of 5 stars","Nice tshirt","Reviewed in India on 31 August 2018"
"Van Heusen Athleisure Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41JgSnSMHkL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","512","5.0 out of 5 stars","Excellent with five star","Reviewed in India on 24 August 2019"
"Van Heusen Athleisure Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41JgSnSMHkL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","512","5.0 out of 5 stars","Good and Excellent Quality","Reviewed in India on 3 February 2018"
"Van Heusen Athleisure Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41JgSnSMHkL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","512","5.0 out of 5 stars","Worth for money","Reviewed in India on 18 February 2020"
"Van Heusen Athleisure Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41JgSnSMHkL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","512","4.0 out of 5 stars","One u can go for!","Reviewed in India on 24 April 2019"
"Van Heusen Athleisure Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41JgSnSMHkL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","512","5.0 out of 5 stars","Amazing Cloudtail!","Reviewed in India on 20 July 2019"
"Van Heusen Athleisure Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41JgSnSMHkL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","512","5.0 out of 5 stars","Perfect product to buy","Reviewed in India on 25 June 2020"
"Van Heusen Athleisure Men's Solid Regular Fit T-Shirt","https://images-eu.ssl-images-amazon.com/images/I/41JgSnSMHkL._AC_UL260_SR200,260_.jpg","4.2 out of 5 stars","512","1.0 out of 5 stars","Not new. Too large in size","Reviewed in India on 4 July 2020"
